0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,1.710534018468640352e+04
4.166666666666666435e-02,1.623216287424672191e+04
6.250000000000000000e-02,1.563243462149485276e+04
8.333333333333332871e-02,1.522578097121501196e+04
1.041666666666666574e-01,1.494415028931579582e+04
1.250000000000000000e-01,1.476805497534112874e+04
1.458333333333333148e-01,1.464701425281231059e+04
1.666666666666666574e-01,1.455354711026883888e+04
1.875000000000000000e-01,1.452600756164097766e+04
2.083333333333333148e-01,1.448005500559702705e+04
2.291666666666666574e-01,1.443692366153877447e+04
2.500000000000000000e-01,1.448787289757448161e+04
2.708333333333333148e-01,1.441887207480196594e+04
2.916666666666666297e-01,1.440092421068607655e+04
3.125000000000000000e-01,1.454194736302605816e+04
3.333333333333333148e-01,1.433444090549688917e+04
3.541666666666666297e-01,1.441616363759694650e+04
3.750000000000000000e-01,1.467637693536658844e+04
3.958333333333333148e-01,1.409887118675185411e+04
4.166666666666666297e-01,1.458088987981023456e+04
4.375000000000000000e-01,1.487348104393225731e+04
4.583333333333333148e-01,1.401732571090322745e+04
4.791666666666666297e-01,1.401720595693984433e+04
5.000000000000000000e-01,1.487957639854888475e+04
5.208333333333332593e-01,1.488200208056271367e+04
5.416666666666666297e-01,1.402387044526391037e+04
5.625000000000000000e-01,1.402482227101052558e+04
5.833333333333332593e-01,1.488648897367492464e+04
6.041666666666666297e-01,1.488871479697184259e+04
6.250000000000000000e-01,1.404780056066599354e+04
6.458333333333332593e-01,1.437165304087565528e+04
6.666666666666666297e-01,1.489631212717621383e+04
6.875000000000000000e-01,1.454300708914080678e+04
7.083333333333332593e-01,1.404165366293338229e+04
7.291666666666666297e-01,1.448829120312923260e+04
7.500000000000000000e-01,1.490102083564108398e+04
7.708333333333332593e-01,1.412655883183499100e+04
7.916666666666666297e-01,1.423707819345300231e+04
8.125000000000000000e-01,1.490109148757207731e+04
8.333333333333332593e-01,1.488585123658343218e+04
8.541666666666666297e-01,1.404260749720317108e+04
8.750000000000000000e-01,1.404082948847180887e+04
8.958333333333332593e-01,1.489809475056329757e+04
9.166666666666666297e-01,1.462203073712571131e+04
9.375000000000000000e-01,1.403959484002507088e+04
9.583333333333332593e-01,1.414935414355740795e+04
9.791666666666666297e-01,1.489781037346679295e+04
1.000000000000000000e+00,1.489757550208018802e+04
1.020833333333333259e+00,1.403899626235181131e+04
1.041666666666666519e+00,1.403843668972908199e+04
1.062500000000000000e+00,1.489712786980966484e+04
1.083333333333333259e+00,1.489729426470963881e+04
1.104166666666666519e+00,1.403960765751558938e+04
1.125000000000000000e+00,1.403950161099774414e+04
1.145833333333333259e+00,1.489753831613062357e+04
1.166666666666666519e+00,1.489737623596335834e+04
1.187500000000000000e+00,1.404062636377783929e+04
1.208333333333333259e+00,1.422861244385322789e+04
1.229166666666666519e+00,1.490011450934037566e+04
1.250000000000000000e+00,1.489971338259939148e+04
1.270833333333333259e+00,1.404284714492125931e+04
1.291666666666666519e+00,1.404197086754170232e+04
1.312500000000000000e+00,1.489822211745069944e+04
1.333333333333333259e+00,1.488134980745497887e+04
1.354166666666666519e+00,1.403818735850811936e+04
1.375000000000000000e+00,1.403651670782536530e+04
1.395833333333333259e+00,1.489404893176042970e+04
1.416666666666666519e+00,1.459478144877377417e+04
1.437500000000000000e+00,1.403541432030162468e+04
1.458333333333333259e+00,1.423823414579703967e+04
1.479166666666666519e+00,1.489443961545447019e+04
1.500000000000000000e+00,1.489335628373190411e+04
1.520833333333333259e+00,1.403368251946453529e+04
1.541666666666666519e+00,1.403261221457691136e+04
1.562500000000000000e+00,1.489171521632826625e+04
1.583333333333333259e+00,1.489150536487339559e+04
1.604166666666666519e+00,1.403189385803705227e+04
1.625000000000000000e+00,1.403112366567872232e+04
1.645833333333333259e+00,1.489097580812135857e+04
1.666666666666666519e+00,1.487219169846220757e+04
1.687500000000000000e+00,1.403142271842591435e+04
1.708333333333333259e+00,1.403072177698859377e+04
1.729166666666666519e+00,1.489095557366985668e+04
1.750000000000000000e+00,1.489123769417034418e+04
1.770833333333333259e+00,1.403121391642663002e+04
1.791666666666666519e+00,1.403053620588317426e+04
1.812500000000000000e+00,1.489129305181131349e+04
1.833333333333333259e+00,1.489126046060264343e+04
1.854166666666666519e+00,1.403124524063966965e+04
1.875000000000000000e+00,1.403146723003255465e+04
1.895833333333333259e+00,1.489111098330148161e+04
1.916666666666666519e+00,1.489145285187868649e+04
1.937500000000000000e+00,1.403298356409575717e+04
1.958333333333333259e+00,1.403044556161127912e+04
1.979166666666666519e+00,1.489228439532151606e+04
2.000000000000000000e+00,1.489393110349084964e+04
2.020833333333333037e+00,1.402875042771063454e+04
2.041666666666666519e+00,1.403558520511018651e+04
2.062500000000000000e+00,1.489557077296515490e+04
2.083333333333333037e+00,1.488241642340737599e+04
2.104166666666666519e+00,1.404559412778058686e+04
2.125000000000000000e+00,1.403477583530746415e+04
2.145833333333333037e+00,1.487212248333795287e+04
2.166666666666666519e+00,1.492910395920115479e+04
2.187500000000000000e+00,1.401371965192881180e+04
